order_id,customer_name,customer_email,order_date,order_status,product_tags,order_value,shipping_cost,country,is_returning_customer,num_items,promo_code,review_score
#100027,Taylor Swift,taylor.swift41@outlook.com,2023/03/20,shipped,fashion|toys,$238.27,28.0,U.S.,N,6.0,SAVE10,4.0
#101472,Sam Jordan,sam.jordan188@gmail.com,2023-11-19,delivered,['garden'],$101.35,11.76,UK,True,11.0,welcome,3.0
#100525,Casey Morgan,casey.morgan185@gmail.com,2022/08/10,Returned,"['electronics', 'sports', 'home']",$259.22,17.1,DE,TRUE,3.0,welcome,2.0
#101882,Alex Kim,alex.kim11@yahoo.com,2023/05/21,CANCELLED,"['toys', 'books', 'sports']",$367.68,,FR ,FALSE,1.0,SUMMER20,4.0
#100055,Sam Jordan,sam.jordan849@yahoo.com,11-05-2023,,"['kitchen', 'garden', 'electronics']",,NULL,FR,TRUE,6.0,WELCOME,3.0
#100638,Quinn Davis,quinn.davis483@outlook.com,2022-12-01,PENDING,"['electronics', 'toys', 'garden', 'fashion']",€533.75,7.89,United Kingdom,FALSE,10.0,SAVE10,1.0
#100302,Casey Morgan,casey.morgan362@outlook.com,2022-01-19,Processing,['electronics'],,13.86,france,1,8.0,welcome,3.0
#100718,Morgan Walsh,morgan.walsh255@yahoo.com,15/08/2022,CANCELLED,home,,22.1,GB,Y,7.0,,1.0
#100624,Riley Chen,RileyChen@,07-16-2023,delivered,"['toys', 'books']",$15.92,,us,Y,10.0,SAVE10,4.0
#100007,Morgan Walsh,morgan.walsh233@yahoo.com,2023/06/15,Canceled,['books'],$383.96,24.33,DE,N,7.0,,3.0
#100803,Jordan Lee,jordan.lee147@outlook.com,2024-05-17,canceled,"['fashion', 'toys', 'electronics']",269.31,24.31,U.S.,0,4.0,SUMMER20,4.0
#101049,Jordan Lee,jordan.lee96@yahoo.com,12-08-2022,shipped,"garden,sports,home",,9.68,France,FALSE,6.0,SUMMER20,4.0
#100336,Sam Jordan,sam.jordan553@gmail.com,2023/11/26,Shipped,"garden,toys",$92.8,10.3,US,1,6.0,WELCOME,1.0
#100047,Sam Jordan,sam.jordan968@gmail.com,13/04/2024,Pending,"['home', 'toys', 'books', 'fashion']",$11.21,11.07,AU,,5.0,,2.0
#100015,Alex Kim,alex.kim480@gmail.com,05/09/2022,shipped,books,€179.45,18.21,Canada,Y,10.0,N/A,3.0
#100106,Alex Kim,alex.kim427@yahoo.com,05-31-2024,returned,"['sports', 'fashion', 'books']",€159.42,FREE,U.S.,,10.0,SUMMER20,4.0
#100007,Riley Chen,riley.chen241@gmail.com,2023/05/31,returned,"home,electronics",€374.57,27.12,FR,N,1.0,SUMMER20,4.0
#101079,Casey Morgan,casey.morgan564@yahoo.com,2022/07/04,Shipped,"['kitchen', 'electronics']",,6.36,CA,Yes,11.0,welcome,4.0
#100238,Jordan Lee,jordan.lee83@outlook.com,2023/05/28,processing,"['toys', 'kitchen']",€574.78,0.4,United States,1,1.0,SAVE10 ,4.0
#100213,,riley.chen466@outlook.com,2024-03-22,DELIVERED,home|kitchen|fashion,$110.74,free,france,,7.0,,4.0
#101283,Sam Jordan,sam.jordan106@gmail.com,2023/09/05,Canceled,['garden'],$590.93,4.02,CA,FALSE,3.0,N/A,1.0
#101211,Casey Morgan,casey.morgan889@outlook.com,08-28-2023,delivered,"['garden', 'books', 'fashion', 'electronics']",$27.56,20.71,Australia,True,2.0,WELCOME,3.0
#100793,Casey Morgan,casey.morgan75@gmail.com,24/10/2023,Canceled,"['home', 'sports', 'electronics']",262.09,10.55,canada,,1.0,WELCOME,1.0
#101096,Alex Kim,alex.kim987@outlook.com,2023-01-19,,"['fashion', 'books', 'kitchen']",,29.52,France,yes,10.0,,6.0
#101361,Quinn Davis,quinn.davis31@outlook.com,2022/05/12,SHIPPED,"['kitchen', 'fashion']",$263.6,n/a,FR ,1,10.0,N/A,2.0
#101914,Sam Jordan,sam.jordan978@gmail.com,2023/07/27,processing,"['sports', 'electronics']",$548.53,,Canada,yes,11.0,,3.0
#101621,Jordan Lee,jordan.lee325@yahoo.com,09-04-2023,cancelled,['garden'],$124.86,11.49,USA,N,10.0,,4.0
#101861,Alex Kim,alex.kim655@outlook.com,06/12/2023,cancelled,['sports'],€548.41,2.87,FR,no,3.0,WELCOME,3.0
#100523,Riley Chen,riley.chen711@yahoo.com,2022-12-27,Delivered,['fashion'],,15.38,france,1,7.0,SUMMER20,6.0
#100232,Morgan Walsh,morgan.walsh20@yahoo.com,2023/12/12,SHIPPED,electronics|kitchen|sports,,14.74,GB,0,2.0,SUMMER20,4.0
#100644,Jordan Lee,jordan.lee902@yahoo.com,2023/02/08,PENDING,['books'],153.88,12.73,GB,FALSE,7.0,SUMMER20,1.0
#101546,Alex Kim,alex.kim637@yahoo.com,04-24-2022,pending,"garden,electronics",$147.97,9.2,US,FALSE,1.0,SAVE10 ,0.0
#100533,Riley Chen,,2023/11/08,Shipped,"fashion,books,garden",$306.37,22.05,france,yes,5.0,,4.0
#101547,Taylor Swift,taylor.swift374@yahoo.com,2024-04-10,delivered,"['toys', 'garden', 'home']",$446.72,0.66,UK,no,10.0,WELCOME,5.0
#100603,Casey Morgan,casey.morgan151@yahoo.com,09-15-2023,Processing,['fashion'],€353.76,16.66,FR ,0,3.0,WELCOME,4.0
#101239,Alex Kim,alex.kim74@yahoo.com,2024/05/13,SHIPPED,['garden'],$118.67,16.33,Germany,No,11.0,WELCOME,6.0
#101074,Sam Jordan,sam.jordan122@yahoo.com,2023-10-25,returned,"garden,fashion,kitchen,books",$376.1,13.34,AU,1,0.7918750286530255,SUMMER20,4.0
#101336,Jordan Lee,jordan.lee779@yahoo.com,2023/08/04,Returned,"['kitchen', 'books', 'toys']",$546.74,2.07,FR ,True,6.0,,2.0
#100060,Jordan Lee,jordan.lee35@outlook.com,2023-09-01,Returned,['books'],,29.7,FR,True,4.0,,5.0
#101943,Alex Kim,alex.kim76@gmail.com,2024-05-21,CANCELLED,"['books', 'electronics', 'sports']",$472.85,9.93,Australia,Yes,11.0,,
#100092,Riley Chen,riley.chen193@gmail.com,01/01/2022,Delivered,"['electronics', 'toys']",409.22,4.43,CA,1,5.0,SUMMER20,3.0
#100666,Sam Jordan,sam.jordan266@yahoo.com,09-16-2022,Processing,books|home|fashion,$240.04,23.39,us,0,6.0,welcome,4.0
#100280,Alex Kim,alex.kim349@gmail.com,26/05/2023,Processing,['books'],$302.48,NULL,USA,FALSE,6.0,welcome,5.0
#101690,Riley Chen,riley.chen451@outlook.com,2022/10/04,shipped,"['kitchen', 'books', 'electronics', 'sports']",$562.59,14.61,FR ,,6.0,WELCOME,4.0
#100359,Jordan Lee,jordan.lee341@outlook.com,13/02/2022,SHIPPED,['toys'],$477.04,N/A,FR ,no,2.0,,1.0
#101662,Jordan Lee,jordan.lee804@gmail.com,11-08-2023,Shipped,['home'],€315.7,21.54,Australia,Yes,0.5083514110442434,WELCOME,4.0
#101582,Morgan Walsh,,08-11-2023,Canceled,['books'],$533.13,6.12,FR ,FALSE,10.0,SAVE10,5.0
#100847,Casey Morgan,CaseyMorgan@,04-26-2022,returned,"['garden', 'fashion', 'books', 'electronics']",$24.25,23.38,U.S.,1,11.0,SUMMER20,2.0
#101962,Alex Kim,alex.kim424@gmail.com,2023-11-19,PENDING,"kitchen,electronics",113.72,11.83,U.S.,no,7.0,SUMMER20,5.0
#100110,,casey.morgan233@yahoo.com,2023/01/25,,"['garden', 'sports', 'kitchen']",$75.51,22.02,DE,FALSE,10.0,,5.0
#100042,Alex Kim,alex.kim77@yahoo.com,06-14-2022,Shipped,"['fashion', 'electronics', 'home', 'toys']",$357.72,1.19,france,0,3.0,,1.0
#100125,Alex Kim,alex.kim661@gmail.com,03-27-2023,pending,"books,home,kitchen,electronics",€31.38,free,Canada,0,5.0,welcome,3.0
#100204,Taylor Swift,,07-10-2022,delivered,"['kitchen', 'home']",$591.15,17.55,AU,yes,0.7178781433453038,SUMMER20,5.0
#100052,Alex Kim,alex.kim589@yahoo.com,2022/01/25,SHIPPED,"['toys', 'kitchen', 'home', 'books']",$482.66,1.3,Germany,N,6.0,,3.0
#100545,,sam.jordan505@yahoo.com,05-28-2024,CANCELLED,['home'],€432.38,19.08,U.S.,0,4.0,,4.0
#100068,Quinn Davis,quinn.davis270@outlook.com,07-26-2023,Canceled,kitchen,$145.56,10.68,Australia,TRUE,2.0,N/A,4.0
#101281,Sam Jordan,sam.jordan897@gmail.com,02-12-2022,Shipped,"['kitchen', 'electronics']",$510.37,7.15,FR,Yes,4.0,SUMMER20,2.0
#101586,Morgan Walsh,morgan.walsh901@gmail.com,2023/05/16,Delivered,"['books', 'fashion', 'garden']",€342.4,24.71,Australia,TRUE,1.0,WELCOME,3.0
#100183,Quinn Davis,quinn.davis666@yahoo.com,07-26-2023,pending,sports|books|kitchen|garden,491.74,17.71,Canada,True,7.0,SAVE10,2.0
#100137,Taylor Swift,taylor.swift873@gmail.com,12-24-2022,shipped,"electronics,toys,home,books",€169.78,N/A,Canada,Yes,7.0,SAVE10 ,4.0
#100899,Jordan Lee,jordan.lee80@gmail.com,2023-07-15,canceled,"['toys', 'garden', 'electronics']",€265.17,4.48,France,True,5.0,SUMMER20,5.0
#100796,Casey Morgan,casey.morgan893@gmail.com,2022/12/11,PENDING,home|books|electronics,559.59,n/a,FR,1,2.0,,4.0
#100132,Sam Jordan,,2024/05/09,shipped,sports,$86.66,0.73,US,1,4.0,SUMMER20,6.0
#100080,Riley Chen,riley.chen938@gmail.com,10/04/2023,delivered,['toys'],409.58,0.8,FR ,Yes,2.0,WELCOME,4.0
#101521,Casey Morgan,casey.morgan190@yahoo.com,2022-04-18,PENDING,"['garden', 'sports']",$226.78,18.25,DE,TRUE,9.0,SAVE10,5.0
#101829,Morgan Walsh,,2022/10/10,Delivered,"['toys', 'books']",$376.92,18.39,FR ,True,0.44721898343319855,N/A,4.0
#100541,Quinn Davis,quinn.davis727@gmail.com,12-28-2022,CANCELLED,"['sports', 'books', 'home', 'kitchen']",136.02,23.08,FR ,1,1.0,,4.0
#101717,Riley Chen,riley.chen159@gmail.com,2022-02-26,Pending,"['fashion', 'sports']",$433.69,26.06,UK,yes,11.0,,2.0
#100983,Alex Kim,alex.kim774@gmail.com,10-31-2022,shipped,"sports,toys,home,electronics",$277.34,6.93,Germany,Yes,2.0,,5.0
#100165,Alex Kim,AlexKim@,2024-04-04,Returned,['home'],467.22,29.71,us,False,8.0,SAVE10 ,4.0
#100248,Sam Jordan,sam.jordan167@outlook.com,2022/12/03,delivered,"['toys', 'home', 'kitchen']",237.48,14.68,United Kingdom,FALSE,1.0,,4.0
#100446,Morgan Walsh,morgan.walsh543@yahoo.com,27/11/2022,Processing,"['books', 'electronics']",$499.17,3.36,UK,0,0.7045078143391909,WELCOME,3.0
#101178,Alex Kim,alex.kim29@gmail.com,2022/03/06,delivered,"['books', 'toys', 'kitchen', 'fashion']",$75.28,12.05,U.S.,0,7.0,SAVE10 ,5.0
#100858,Riley Chen,RileyChen@,08-31-2023,CANCELLED,"['electronics', 'home', 'fashion']",$63.08,NULL,canada,TRUE,4.0,SAVE10 ,5.0
#101873,Alex Kim,alex.kim548@outlook.com,2022-05-08,Delivered,kitchen,$464.39,NULL,AU,,5.0,WELCOME,0.0
#100097,Morgan Walsh,morgan.walsh136@gmail.com,2022/12/13,Delivered,"fashion,electronics,home",,17.3,Germany,,3.0,N/A,5.0
#101263,Alex Kim,alex.kim202@outlook.com,29/09/2023,PENDING,sports|home,$361.32,28.41,UK,1,10.0,SUMMER20,2.0
#100737,Alex Kim,alex.kim267@yahoo.com,12/12/2023,delivered,home,,,Canada,,8.0,SAVE10 ,3.0
#101286,Alex Kim,alex.kim51@gmail.com,2023-03-14,CANCELLED,"['books', 'fashion', 'electronics']",$287.17,5.05,Australia,1,7.0,,1.0
#100102,Alex Kim,alex.kim751@gmail.com,06/06/2024,shipped,electronics,€528.84,25.22,France,,3.0,N/A,4.0
#100434,Jordan Lee,jordan.lee914@outlook.com,2022-05-09,processing,"['kitchen', 'fashion']",$336.32,,GB,no,6.0,welcome,
#100074,Jordan Lee,jordan.lee282@yahoo.com,2024-05-30,delivered,sports,511.53,18.73,United States,0,10.0,SAVE10,1.0
#101838,Alex Kim,alex.kim466@outlook.com,11/01/2023,processing,garden,$88.25,free,United States,yes,5.0,WELCOME,0.0
#101231,Morgan Walsh,morgan.walsh213@outlook.com,02-09-2024,cancelled,toys|home,$588.37,2.18,United Kingdom,False,3.0,WELCOME,3.0
#100918,Morgan Walsh,morgan.walsh186@yahoo.com,2022-10-18,canceled,home|fashion,538.11,26.78,FR,0,3.0,N/A,3.0
#101754,Jordan Lee,jordan.lee264@yahoo.com,11-03-2023,Returned,"['electronics', 'garden']",$15.36,n/a,France,False,8.0,,2.0
#101713,Jordan Lee,,2024/03/03,Processing,"['home', 'books', 'kitchen']",€588.1,13.46,CA,0,6.0,WELCOME,2.0
#101660,Quinn Davis,quinn.davis348@outlook.com,2022-07-03,returned,books|garden|electronics,,NULL,FR,True,9.0,,5.0
#100762,Casey Morgan,casey.morgan855@gmail.com,2023-06-23,Shipped,sports|electronics|garden,$69.16,10.12,us,No,3.0,SAVE10 ,4.0
#100989,Taylor Swift,taylor.swift635@outlook.com,2022/11/21,processing,"electronics,garden",105.68,6.44,U.S.,,11.0,,
#100388,Casey Morgan,,2022-11-16,Returned,"['garden', 'toys', 'books']",€557.55,22.17,United States,N,11.0,WELCOME,5.0
#100235,Quinn Davis,quinn.davis807@yahoo.com,2023/01/10,shipped,"toys,kitchen,sports",€449.51,4.58,Germany,Yes,8.0,N/A,4.0
#101545,Quinn Davis,quinn.davis605@outlook.com,2023/09/08,DELIVERED,"['toys', 'home', 'kitchen', 'books']",490.32,23.4,Australia,False,2.0,SAVE10 ,
#100267,Quinn Davis,quinn.davis175@yahoo.com,2023-12-21,DELIVERED,"home,electronics",$152.26,24.71,CA,FALSE,3.0,N/A,5.0
#101335,Sam Jordan,sam.jordan165@gmail.com,21/09/2023,canceled,toys|kitchen|home,421.52,9.97,Canada,False,4.0,SUMMER20,
#100117,Alex Kim,alex.kim191@gmail.com,2022-10-18,Delivered,"['sports', 'kitchen']",€32.28,23.83,United States,True,5.0,N/A,3.0
#101646,Jordan Lee,jordan.lee422@gmail.com,12-23-2022,cancelled,"['kitchen', 'home', 'garden', 'fashion']",$583.85,5.32,UK,1,0.44786181997379393,SUMMER20,
#100673,Taylor Swift,taylor.swift188@gmail.com,2023-01-25,Shipped,kitchen|home|books|fashion,€463.71,6.0,FR ,0,2.0,SAVE10,
#100249,Riley Chen,riley.chen900@gmail.com,2024/02/12,returned,"['toys', 'books', 'garden', 'home']",178.5,23.8,Australia,0,7.0,WELCOME,3.0
#101489,Quinn Davis,quinn.davis288@gmail.com,01/07/2023,SHIPPED,"fashion,home,sports",$496.93,N/A,Canada,0,2.0,welcome,
#100577,Sam Jordan,sam.jordan670@yahoo.com,2023/03/21,PENDING,kitchen,,0.87,United Kingdom,0,9.0,,5.0
#100094,Jordan Lee,jordan.lee985@gmail.com,2022/09/06,Shipped,['books'],$19.62,,Germany,0,0.034397348290864875,N/A,6.0
#100033,Morgan Walsh,morgan.walsh52@yahoo.com,2023/07/05,DELIVERED,home|garden,$121.69,12.02,Germany,N,0.634424154548821,SAVE10,4.0
#101501,Jordan Lee,jordan.lee760@outlook.com,2022/01/01,shipped,['electronics'],$373.18,2.17,AU,Yes,4.0,SUMMER20,1.0
#101710,Morgan Walsh,morgan.walsh496@yahoo.com,03-20-2024,CANCELLED,['kitchen'],$78.53,0.04,FR ,,9.0,SAVE10,4.0
#100448,Casey Morgan,casey.morgan363@gmail.com,2022/10/16,SHIPPED,"['toys', 'home']",$278.78,23.36,UK,FALSE,1.0,SAVE10 ,5.0
#100716,Morgan Walsh,morgan.walsh712@gmail.com,05-17-2023,Pending,kitchen,$583.17,22.28,Germany,no,2.0,SAVE10,
#101498,Taylor Swift,taylor.swift989@gmail.com,2024/06/15,SHIPPED,sports|fashion|toys,$360.39,16.09,GB,no,4.0,N/A,0.0
#101556,Casey Morgan,casey.morgan208@gmail.com,2023-08-16,processing,garden,€450.45,20.11,CA,Yes,7.0,,1.0
#100000,Riley Chen,riley.chen850@yahoo.com,07-18-2022,canceled,sports,$330.16,19.88,Canada,True,3.0,SAVE10 ,3.0
#101587,Riley Chen,riley.chen661@outlook.com,01/03/2024,processing,books|toys|electronics,,5.91,FR ,True,3.0,SAVE10,1.0
#101101,Quinn Davis,,04/06/2023,Pending,kitchen,€290.58,14.33,U.S.,No,10.0,SUMMER20,
#101108,Jordan Lee,jordan.lee997@yahoo.com,08-16-2022,delivered,"['toys', 'fashion', 'sports', 'electronics']",$348.57,8.3,U.S.,Y,2.0,,4.0
#101811,Alex Kim,alex.kim737@gmail.com,23/05/2024,Pending,"['garden', 'fashion', 'kitchen', 'electronics']",$362.76,15.64,CA,N,1.0,SAVE10 ,4.0
#100082,Sam Jordan,sam.jordan333@outlook.com,2022/02/25,delivered,"['toys', 'sports']",$380.8,4.41,france,no,8.0,SAVE10 ,4.0
#101319,Morgan Walsh,,2023-07-17,CANCELLED,"['home', 'fashion', 'books']",$325.05,1.66,FR ,Yes,4.0,welcome,
#100676,Riley Chen,riley.chen101@outlook.com,04-22-2024,Pending,"garden,electronics",209.17,23.35,United Kingdom,No,11.0,,4.0
#101487,Riley Chen,riley.chen301@outlook.com,2022-01-22,Delivered,"['garden', 'books']",253.59,n/a,FR ,0,10.0,,4.0
#101046,Morgan Walsh,morgan.walsh777@yahoo.com,25/07/2023,DELIVERED,"books,toys,electronics",,28.76,canada,1,8.0,SAVE10,2.0
#100770,Sam Jordan,sam.jordan134@gmail.com,08-31-2023,Shipped,"['kitchen', 'garden', 'books']",€432.32,7.42,canada,yes,2.0,SUMMER20,5.0
#101245,Sam Jordan,sam.jordan820@outlook.com,2023-03-02,canceled,['books'],$226.55,20.41,FR ,,5.0,welcome,3.0
#101592,Jordan Lee,JordanLee@,2023-10-23,Processing,"garden,fashion,toys",€142.7,N/A,U.S.,1,6.0,SAVE10 ,4.0
#101619,Sam Jordan,sam.jordan802@gmail.com,06-04-2024,Processing,fashion|kitchen|sports|home,$561.42,FREE,CA,FALSE,9.0,,0.0
#101664,Riley Chen,riley.chen613@gmail.com,12-05-2023,shipped,"['sports', 'garden', 'fashion']",$407.36,12.54,us,FALSE,7.0,N/A,2.0
#100404,Alex Kim,alex.kim340@outlook.com,14/06/2022,Returned,"['toys', 'home', 'electronics']",$397.95,6.61,FR ,Yes,9.0,,5.0
#101771,,taylor.swift967@yahoo.com,2023-08-25,Delivered,kitchen|books,€194.13,None,DE,no,11.0,N/A,1.0
#101330,Casey Morgan,casey.morgan112@yahoo.com,2022-05-23,pending,kitchen|electronics|fashion|toys,,15.54,france,1,9.0,SUMMER20,3.0
#101615,,alex.kim434@gmail.com,05-04-2022,shipped,"sports,garden",€518.4,N/A,Germany,True,2.0,SAVE10 ,4.0
#100104,Riley Chen,riley.chen623@outlook.com,2022-05-06,,fashion|toys|kitchen,$23.39,NULL,UK,False,6.0,welcome,
#100688,Casey Morgan,casey.morgan618@outlook.com,2023/01/12,CANCELLED,['fashion'],402.35,8.79,GB,0,10.0,SUMMER20,5.0
#100702,Jordan Lee,jordan.lee4@yahoo.com,2022/07/16,Processing,books,$554.98,14.68,FR ,0,8.0,SUMMER20,3.0
#100826,,alex.kim164@gmail.com,2023-01-22,SHIPPED,books|home|garden|toys,$266.64,28.04,United Kingdom,0,9.0,welcome,3.0
#100062,Casey Morgan,casey.morgan645@yahoo.com,2024/02/14,delivered,"['toys', 'electronics', 'garden']",$174.05,None,United States,TRUE,10.0,SAVE10 ,3.0
#100852,Taylor Swift,taylor.swift289@gmail.com,2023/12/25,,"['books', 'garden', 'toys']",345.98,2.74,GB,TRUE,2.0,welcome,1.0
#101385,Taylor Swift,taylor.swift96@yahoo.com,16/04/2023,DELIVERED,"['sports', 'books', 'electronics']",598.19,23.44,United States,0,3.0,N/A,4.0
#100223,Sam Jordan,sam.jordan797@outlook.com,03-31-2023,canceled,"['books', 'kitchen', 'toys', 'fashion']",,20.61,DE,False,8.0,SAVE10 ,4.0
#100145,Sam Jordan,,06/01/2024,SHIPPED,"['garden', 'sports']",€256.96,6.5,United Kingdom,N,4.0,N/A,2.0
#101088,Riley Chen,riley.chen672@gmail.com,2024-06-08,,"fashion,toys",€373.8,19.9,CA,Yes,2.0,SAVE10 ,4.0
#100373,Riley Chen,riley.chen843@yahoo.com,06/07/2022,SHIPPED,"['home', 'kitchen']",$101.8,7.8,Germany,TRUE,1.0,SAVE10 ,4.0
#101456,Quinn Davis,quinn.davis177@outlook.com,2023/06/20,Pending,"sports,kitchen,home,garden",$239.41,15.93,FR,Yes,6.0,SAVE10 ,5.0
#101142,Quinn Davis,quinn.davis737@outlook.com,07-26-2023,delivered,books,$367.68,26.61,United Kingdom,FALSE,2.0,SUMMER20,4.0
#101874,Sam Jordan,sam.jordan239@outlook.com,2023-02-20,Canceled,"fashion,sports",$565.43,7.97,United Kingdom,N,10.0,,3.0
#101788,Sam Jordan,sam.jordan557@yahoo.com,2024/01/17,Processing,"['fashion', 'toys']",$127.3,27.03,GB,,3.0,N/A,
#101641,Morgan Walsh,morgan.walsh314@outlook.com,2024/06/08,Canceled,['home'],,25.67,FR,1,6.0,SUMMER20,2.0
#101301,Quinn Davis,quinn.davis871@yahoo.com,10/06/2024,canceled,['fashion'],$377.67,,Australia,Y,7.0,N/A,3.0
#100009,Riley Chen,riley.chen688@gmail.com,2022-09-20,Returned,"['toys', 'garden']",$257.0,21.39,Australia,no,3.0,SAVE10 ,3.0
#100449,Riley Chen,riley.chen883@outlook.com,2024/02/28,DELIVERED,"['kitchen', 'toys']",$418.2,11.61,GB,,6.0,SUMMER20,4.0
#100708,Jordan Lee,jordan.lee119@gmail.com,2022-05-25,SHIPPED,"['sports', 'garden', 'fashion']",€410.45,16.41,United States,FALSE,6.0,SUMMER20,5.0
#100255,Riley Chen,riley.chen232@outlook.com,2024-05-16,Processing,"garden,books,toys",$35.19,n/a,FR,1,10.0,SUMMER20,2.0
#100882,Jordan Lee,jordan.lee739@yahoo.com,04-27-2022,returned,"['toys', 'sports', 'home']",$372.61,10.89,USA,0,5.0,welcome,3.0
#100389,Morgan Walsh,morgan.walsh940@gmail.com,2023/04/21,Returned,"['electronics', 'home', 'sports']",€430.68,28.34,US,No,1.0,N/A,2.0
#100908,Sam Jordan,sam.jordan768@gmail.com,2022/08/30,Delivered,"['sports', 'electronics', 'fashion', 'garden']",$348.51,5.45,France,yes,4.0,,2.0
#100924,Casey Morgan,casey.morgan439@outlook.com,11-04-2023,Processing,"sports,electronics,kitchen,garden",,8.07,DE,no,10.0,SUMMER20,4.0
#101746,,quinn.davis504@gmail.com,2024-02-16,Returned,"['books', 'kitchen']",$405.39,14.84,United Kingdom,no,7.0,SAVE10,6.0
#101262,Sam Jordan,sam.jordan772@gmail.com,2023-12-31,cancelled,"['kitchen', 'sports']",$328.03,14.77,United Kingdom,0,11.0,,5.0
#100460,Jordan Lee,JordanLee@,20/03/2022,Canceled,"['toys', 'fashion', 'home', 'garden']",243.36,FREE,United Kingdom,yes,5.0,SUMMER20,0.0
#101959,Quinn Davis,quinn.davis634@yahoo.com,05-14-2022,pending,"['fashion', 'electronics', 'books', 'toys']",$532.79,13.61,Germany,1,10.0,welcome,4.0
#101743,Sam Jordan,sam.jordan385@yahoo.com,04-23-2024,delivered,"['garden', 'toys']",180.51,1.94,US,TRUE,7.0,SAVE10 ,5.0
#101168,Alex Kim,alex.kim599@yahoo.com,2022/11/13,delivered,garden,€240.79,9.44,US,yes,7.0,SAVE10,5.0
#100958,Riley Chen,riley.chen423@gmail.com,11-13-2022,SHIPPED,"['books', 'home']",€475.14,23.0,france,1,10.0,WELCOME,4.0
#100501,Jordan Lee,jordan.lee77@gmail.com,2023/05/11,SHIPPED,"['home', 'electronics', 'fashion', 'kitchen']",$370.02,29.23,GB,Yes,8.0,SAVE10 ,3.0
#100739,,riley.chen38@yahoo.com,2023/03/17,CANCELLED,electronics|fashion|garden,$436.49,27.22,canada,Y,5.0,,6.0
#101898,Alex Kim,alex.kim569@outlook.com,05-08-2023,shipped,"['books', 'electronics', 'fashion', 'toys']",248.24,20.67,AU,yes,4.0,welcome,4.0
#100868,Morgan Walsh,MorganWalsh@,2024-04-19,Delivered,"home,books,kitchen",$141.67,18.41,Australia,N,8.0,,1.0
#100731,Taylor Swift,taylor.swift463@yahoo.com,2022/12/07,canceled,"home,books",,19.97,Canada,N,11.0,SAVE10,4.0
#100539,Taylor Swift,taylor.swift283@gmail.com,06/12/2022,shipped,"['electronics', 'books', 'kitchen', 'garden']",€277.38,25.72,UK,True,4.0,SAVE10,0.0
#101201,Sam Jordan,sam.jordan34@yahoo.com,2024-04-16,PENDING,['toys'],$81.43,N/A,US,,10.0,SAVE10 ,1.0
#100697,Morgan Walsh,MorganWalsh@,2022/04/14,delivered,"['books', 'sports']",$234.04,10.95,U.S.,1,10.0,SUMMER20,5.0
#101427,Jordan Lee,jordan.lee456@outlook.com,2023/08/06,DELIVERED,"['fashion', 'sports', 'books', 'garden']",,,Germany,True,9.0,SAVE10 ,3.0
#101786,Sam Jordan,sam.jordan933@gmail.com,22/03/2024,canceled,['electronics'],€580.68,10.2,GB,Y,8.0,SAVE10 ,0.0
#101145,Morgan Walsh,MorganWalsh@,02-06-2023,canceled,"toys,sports",$251.6,3.36,UK,Y,6.0,WELCOME,3.0
#101031,Quinn Davis,quinn.davis473@outlook.com,2024/05/07,cancelled,"['garden', 'home', 'sports', 'electronics']",$332.03,28.12,Australia,Yes,7.0,welcome,3.0
#100372,Riley Chen,riley.chen315@yahoo.com,2023-01-12,SHIPPED,"['home', 'toys']",$164.38,14.96,DE,No,5.0,,4.0
#100667,Alex Kim,alex.kim631@gmail.com,06-03-2022,SHIPPED,"['electronics', 'kitchen', 'sports']",$562.58,22.16,United States,False,1.0,SUMMER20,5.0
#101564,Alex Kim,alex.kim258@gmail.com,2022-10-17,Pending,"['fashion', 'books']",$83.56,7.57,FR ,0,11.0,welcome,5.0
#100035,Quinn Davis,quinn.davis606@outlook.com,2022-11-01,PENDING,kitchen|fashion|home|garden,486.99,4.03,AU,True,7.0,SAVE10 ,4.0
#100967,Jordan Lee,jordan.lee486@outlook.com,07-09-2022,SHIPPED,['kitchen'],$148.53,22.68,US,N,8.0,SAVE10 ,3.0
#100783,Morgan Walsh,morgan.walsh171@outlook.com,2022-08-20,Pending,"['fashion', 'books', 'sports']",$228.83,8.87,United States,1,7.0,SAVE10 ,
#100735,Quinn Davis,quinn.davis616@yahoo.com,2024-04-05,Delivered,['sports'],$17.69,16.61,U.S.,,5.0,WELCOME,4.0
#101035,Taylor Swift,taylor.swift451@outlook.com,08-02-2023,PENDING,"['garden', 'books']",,11.69,DE,1,10.0,SUMMER20,3.0
#100970,Casey Morgan,casey.morgan45@outlook.com,01-12-2023,Processing,['toys'],$194.17,,United Kingdom,N,9.0,SUMMER20,
#101563,Alex Kim,alex.kim442@gmail.com,2022-11-22,,"['toys', 'fashion', 'home']",$385.79,3.5,Canada,yes,8.0,SAVE10,5.0
#101525,Quinn Davis,,04-03-2024,Processing,['garden'],$427.31,25.09,US,TRUE,5.0,welcome,4.0
#101562,Alex Kim,,2022/10/20,canceled,['sports'],$501.01,29.96,US,Y,5.0,,4.0
#101810,Riley Chen,riley.chen206@yahoo.com,2022-02-13,shipped,sports|home,$184.6,26.37,Canada,1,10.0,SAVE10 ,3.0
#101573,Quinn Davis,quinn.davis335@yahoo.com,2022/06/30,canceled,['sports'],$197.64,6.4,France,N,6.0,,3.0
