PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
619,1,1,"Adams, Mrs. Madison",female,13.9,1,0,5ZAHXZ,3.1145,,S
620,1,1,"Williams, Mr. Amelia",male,41.2,0,0,Y3D5T,121.6456,,S
621,0,3,"Walker, Mr. Jennifer",male,22.2,0,1,BWQN2IC,0.0,,S
622,0,3,"Roberts, Mr. Susan",male,36.6,0,1,0E9Y7Q,28.1192,,S
623,1,3,"Brown, Miss. Jack",female,44.4,0,0,GSV02,11.4585,,S
624,0,3,"Baker, Miss. Amelia",female,39.4,1,0,VAT344AP,0.0,,S
625,0,3,"Thomas, Mr. Aiden",male,41.7,0,0,IODGA94,0.0,,S
626,0,2,"Robinson, Mr. William",male,12.9,0,0,AMPGX9,32.4892,D24,S
627,1,3,"Phillips, Mrs. Elizabeth",female,44.6,0,1,43CTUDFU,12.7832,,S
628,0,1,"Lewis, Mr. Owen",male,17.1,0,0,HRCDUU1,274.9286,,S
629,0,3,"Johnson, Mr. Liam",male,32.6,0,0,GM4B38DF,19.9652,,S
630,1,3,"Johnson, Mr. Sebastian",male,32.6,0,0,R9TXILG,6.9556,,S
631,0,3,"Baker, Dr. Mason",male,35.8,0,0,E6CSS,0.8116,A57,S
632,1,3,"Parker, Mrs. Sarah",female,33.7,3,1,4SEEZ,8.456,F48,S
633,1,1,"Moore, Miss. Theodore",female,17.2,1,0,OOBBTNJ,44.8342,,S
634,1,2,"Parker, Mrs. Aiden",female,,0,0,VKMKXB,43.9895,,S
635,0,1,"Harris, Mr. Michael",male,41.2,0,0,TI17CHFC,183.936,D53,S
636,0,1,"Williams, Dr. Robert",male,31.6,0,2,GN3WYD8,174.3414,,Q
637,0,3,"Walker, Mr. Michael",male,,0,0,ZXO46,6.1646,,S
638,0,3,"Edwards, Mr. Scarlett",male,28.4,0,2,8I23U,3.4331,,S
639,0,3,"Thomas, Mr. Linda",male,,1,0,3SGP6H9G,7.0337,,S
640,0,3,"Edwards, Mr. Joseph",male,,0,1,XHRFN8B,24.8232,,C
641,0,3,"Wright, Mr. Olivia",male,23.8,0,0,Y0K8JSB5,11.5392,,S
642,0,3,"Lopez, Mr. Linda",male,,0,0,FXGPS7L,5.3604,B126,Q
643,1,1,"Scott, Miss. Sarah",female,19.9,0,0,P72CB,112.7154,,S
644,1,1,"Lee, Mr. Sofia",male,52.0,3,0,ZUDK4FHQ,238.0415,A70,S
645,0,3,"Jones, Mr. Jayden",male,,0,0,3VRNBJH,15.3065,,S
646,1,3,"Turner, Mrs. Ava",female,24.3,1,0,0MSHV,26.5723,,C
647,1,1,"White, Mrs. Scarlett",female,30.5,1,0,Y0LH2,148.6395,,Q
648,1,3,"Hall, Mrs. Mia",female,13.7,0,0,GM8QJ,6.338,,C
649,0,3,"Adams, Mr. Ava",male,33.6,0,0,MXPVPRQ,13.293,E55,S
650,1,1,"Jones, Miss. Mia",female,51.6,0,0,8J2ZTL,176.5775,,C
651,1,2,"Baker, Mr. Theodore",male,22.1,1,2,4GV1WF,6.6323,F27,S
652,0,3,"White, Mr. Patricia",male,34.5,0,3,G7MP4PG,6.1119,,S
653,0,3,"Perez, Mr. Isabella",male,1.0,0,0,XVCQQJUI,8.5683,,S
654,0,1,"Harris, Mr. John",male,28.5,1,0,20KHAM,214.57,,Q
655,0,3,"Nelson, Mr. Jackson",male,24.6,1,0,E94U1,9.8419,,S
656,0,2,"Martinez, Mr. Evelyn",male,17.5,0,0,V7CME2,30.6773,,S
657,0,3,"Garcia, Mrs. John",female,44.1,0,1,ZVRA168M,11.6856,,S
658,0,2,"Lee, Mr. Abigail",male,24.4,1,0,XAC38,25.624,,S
659,1,3,"Garcia, Mr. Olivia",male,26.5,0,0,STEIK4,4.7927,,S
660,1,2,"Thomas, Mr. John",male,,1,0,ZH85RI,21.8472,,C
661,0,2,"Wright, Mr. Jayden",male,2.2,0,0,3SJWNY3R,45.9717,,S
662,0,3,"Mitchell, Mr. Karen",male,13.2,0,1,U4I8N,18.5365,,S
663,0,1,"Scott, Mr. Mary",male,42.5,1,0,ZGB8ZWK,88.1037,,S
664,0,1,"Martin, Mr. Evelyn",male,1.0,0,0,JTYLH,16.5005,,S
665,1,2,"Mitchell, Miss. Karen",female,,0,0,8W9AQ,40.7614,,S
666,1,3,"Lee, Mrs. Madison",female,23.4,0,2,OOCB2P,7.8287,,S
667,0,3,"Martinez, Mr. William",male,53.4,0,0,M7Q9F,0.4795,,S
668,0,3,"Adams, Rev. Ethan",male,39.8,1,1,UY9QH,21.1612,,S
669,1,2,"Robinson, Mrs. Liam",female,21.2,0,2,LGD0XFU,28.9505,,Q
670,1,2,"White, Mrs. Liam",female,47.3,0,0,3QCWS7T0,29.7232,,S
671,1,1,"King, Mr. Lucas",male,18.6,0,2,TLOKQ8M,125.1855,,S
672,0,3,"Baker, Mrs. Charlotte",female,43.1,2,0,8FJROM,25.973,,C
673,1,3,"Taylor, Miss. James",female,10.0,0,0,RNR59IBB,7.5706,,S
674,1,3,"Garcia, Miss. Harper",female,44.0,2,0,WBSO7V,20.1885,,C
675,0,3,"Robinson, Mr. Emily",male,23.3,1,0,VERLGO,7.38,,Q
676,0,2,"Williams, Mr. Thomas",male,,0,0,U8JZT56,25.5443,,C
677,0,3,"Sanchez, Mr. Barbara",male,26.0,1,0,PTX3I52,0.0,F75,S
678,0,3,"Gonzalez, Mr. John",male,32.9,1,0,JIUHK,9.679,,C
679,0,1,"Anderson, Mr. Logan",male,22.1,0,0,CQLSH,295.4226,,S
680,0,2,"Young, Mr. James",male,36.8,0,0,62JF9Y,24.2182,C33,S
681,0,1,"White, Mr. Harper",male,,1,0,ZHPOZG,0.0,D64,Q
682,0,1,"Lopez, Mr. Ethan",male,37.7,1,0,4HE35P,9.3421,,S
683,1,1,"Anderson, Mrs. Charles",female,35.2,1,5,TKVF2,75.9435,A36,C
684,0,3,"King, Mr. David",male,28.1,8,2,XSH7JN7,3.0464,,S
685,0,3,"Campbell, Mr. Ella",male,22.8,0,0,E1NUU,6.7985,,S
686,1,2,"Allen, Miss. Abigail",female,31.1,1,0,WPT0NGR9,19.3261,,S
687,1,2,"Taylor, Miss. James",female,36.7,1,0,G93EH,7.9278,,C
688,1,3,"Perez, Mrs. Harper",female,57.9,0,0,205S5VR,5.2913,,S
689,1,3,"Miller, Miss. James",female,42.2,0,0,PV48UAW,5.0469,,C
690,1,3,"Moore, Mrs. Emma",female,42.7,0,0,I5Q2NV,0.2716,,S
691,0,2,"Johnson, Mr. Jessica",male,72.2,1,0,6HUOQ4E,36.2375,,Q
692,1,3,"Roberts, Mr. Ethan",male,36.2,0,0,N6HIDPA,25.331,,S
693,1,1,"Williams, Mr. Jayden",male,35.8,1,0,IOVYCFL,0.0,,C
694,0,2,"Perez, Mr. Avery",male,,0,0,5ECW93U,15.8092,B81,S
695,1,3,"Martinez, Mrs. Scarlett",female,,0,1,UQQRU,0.0,,S
696,1,3,"Anderson, Mr. Mary",male,,0,0,GCBOS2P,14.8769,,C
697,0,3,"Allen, Mr. Patricia",male,21.9,0,0,90YNF7T,19.0427,,S
698,0,3,"Mitchell, Mr. Aiden",male,38.1,1,0,RD9T2,0.0,,S
699,0,3,"Smith, Mr. Olivia",male,26.6,0,0,AWXIZI,9.4656,,C
700,0,2,"Davis, Mr. Isabella",male,30.9,1,0,0EKF0IX,26.1952,,C
701,0,2,"Moore, Mr. Sofia",male,,0,0,C5ZJ5Z,21.1871,,C
702,1,2,"Evans, Mrs. Charles",female,41.1,5,0,GACT268V,25.5176,,C
703,0,1,"Williams, Dr. Sofia",male,26.7,0,0,KAHCYS1,149.7809,,Q
704,0,3,"Wilson, Miss. Ella",female,19.6,0,0,6Z6XM,1.0729,B117,S
705,1,2,"Lee, Miss. Richard",female,44.9,0,0,VGDXDDC,19.6544,,S
706,0,3,"Jackson, Mr. Sofia",male,39.8,0,0,7RFSRVP,11.5844,,C
707,0,3,"Williams, Mr. William",male,,0,0,L6TLAYN,2.5224,A63,S
708,0,3,"Perez, Mrs. Thomas",female,24.6,1,1,RR2TZ,2.3315,,S
709,0,2,"Allen, Mr. Aiden",male,31.3,0,0,4ANZFPO,20.2243,,S
710,1,3,"Wilson, Mrs. Ryan",female,39.9,0,0,8DH1GR79,2.249,B85,S
711,0,3,"Scott, Mr. Patricia",male,,0,2,EFG1GP3R,24.8628,,C
712,1,3,"Williams, Miss. Emily",female,33.0,0,0,RN8TGW14,8.1987,C28,S
713,1,3,"Baker, Miss. Amelia",female,37.2,1,0,DW0XN,12.718,,C
714,0,3,"Thomas, Rev. Evelyn",male,29.9,0,0,U7N1F00J,19.1803,,C
715,0,3,"Taylor, Mr. Aiden",male,19.6,1,0,9CQAP,6.4159,,S
716,1,1,"Martinez, Mrs. Patricia",female,25.3,8,0,SIODVAMC,180.8477,,S
717,0,3,"Turner, Mr. Scarlett",male,29.3,0,1,C717Y,0.0,C78,S
718,1,1,"Robinson, Mr. Joseph",male,28.5,0,3,G87OIN,0.0,,S
719,0,3,"Scott, Mr. William",male,,0,0,7CW11G,0.0,B9,S
720,1,3,"Anderson, Mr. Noah",male,23.4,0,0,MODCA8,10.5047,,S
721,1,3,"Williams, Miss. Mary",female,29.8,0,0,I2RNEN,22.3967,B57,C
722,1,2,"Johnson, Mrs. Abigail",female,25.1,2,0,WOW17TI,7.9085,A34,S
723,0,1,"Harris, Mr. Amelia",male,25.5,0,0,FAUHI,21.7446,,S
724,1,3,"Jackson, Miss. Isabella",female,,0,0,L3EMBTE,0.1337,F14,S
725,1,1,"Nelson, Mr. Mary",male,13.9,1,0,05T81,93.441,,C
726,0,1,"Carter, Mr. Victoria",male,6.2,0,0,9DIPW9DI,203.0516,,S
727,0,2,"Martin, Mr. Mary",male,24.1,1,0,Y8701O,4.1654,,S
728,1,1,"Gonzalez, Miss. Susan",female,39.7,0,0,GSK7NOO,97.7508,,Q
729,0,3,"Lopez, Mr. Emma",male,52.6,0,0,7P9146LT,16.4257,,S
730,1,3,"King, Mr. Avery",male,39.9,2,2,LQBH3F,9.8866,,S
731,1,2,"Sanchez, Mr. Liam",male,,1,0,1JQ547W,27.2553,,S
732,1,1,"Wright, Miss. Mason",female,,1,0,OVY9N5SD,84.289,,C
733,0,1,"Williams, Rev. Owen",male,32.6,0,0,9QT77O1,53.1902,,C
734,0,2,"Jackson, Mr. Victoria",male,31.5,1,0,XZLKA4J,2.2479,,S
735,1,1,"Edwards, Miss. John",female,,0,2,YZ55A4H,40.8063,,C
736,0,3,"Thompson, Mr. Aiden",male,16.2,0,2,YBK6FIC,2.5162,E102,C
737,0,1,"Wilson, Mr. David",male,29.9,0,0,W4VK4,25.4707,A117,C
738,0,2,"Martinez, Mr. Sebastian",male,34.9,0,0,LSEM2V,18.3852,E137,C
739,0,2,"Johnson, Mr. Jayden",male,,0,0,1M15W1S6,19.2294,,C
740,0,2,"Carter, Mr. Robert",male,17.7,0,0,PJDWE,5.2399,,S
741,1,1,"Smith, Mrs. Jennifer",female,24.2,1,0,1I5BQ,0.0,F144,S
742,1,1,"Young, Mr. Avery",male,1.0,1,0,C2C6V,128.3283,,Q
743,1,3,"Lopez, Miss. Linda",female,20.3,2,0,7NOOX4,15.7008,,S
744,1,1,"Jones, Mrs. Jayden",female,,0,0,K6V3PH8,46.4477,,S
745,1,3,"Phillips, Mr. Charlotte",male,14.7,2,0,L4A7UVA,26.5215,,Q
746,0,3,"Adams, Mr. Amelia",male,31.3,0,0,ZUEX0,7.055,,C
747,0,2,"Mitchell, Miss. Logan",female,28.2,0,0,Y9RI86,17.9995,,C
748,0,2,"Parker, Mr. Elizabeth",male,1.0,1,0,P4ALTX,31.338,F72,C
749,1,3,"Campbell, Mrs. Charlotte",female,32.0,0,0,N5XT7DZ,11.9876,,S
750,1,3,"Green, Mrs. Ryan",female,16.0,0,0,XUNJT6QE,0.8027,,C
751,0,2,"Walker, Mr. Mary",male,35.8,0,0,D7THWT,23.1113,,Q
752,0,2,"Scott, Mr. Barbara",male,,0,0,V74JI9X,19.3625,,S
753,0,2,"Harris, Mr. Linda",male,29.4,1,1,TEBGJ,7.6033,,S
754,1,3,"Martinez, Mr. Sarah",male,25.0,0,2,4PT54,16.8136,,C
755,0,3,"Lopez, Mr. Michael",male,33.2,0,0,H09A554O,15.9438,,S
756,1,1,"Clark, Mr. William",male,30.7,0,0,0W0JG,0.0,,S
757,1,2,"Williams, Miss. Logan",female,,0,0,S47QJ6ZX,16.1317,A128,S
758,1,3,"Roberts, Mrs. Ava",female,7.5,1,0,IMBNQQF3,10.4157,A17,S
759,1,1,"Campbell, Miss. Charles",female,8.3,2,0,P5R6I4,151.3954,,S
760,0,3,"Lee, Mr. Liam",male,20.8,1,0,160V18VY,36.6524,,C
761,0,3,"Lewis, Mr. Jayden",male,28.9,1,0,81FKI,10.5801,A76,S
762,1,1,"Roberts, Mr. Sophia",male,20.5,0,0,5QP2N5,126.5289,,C
763,0,1,"Harris, Mr. Ava",male,37.8,1,0,JWRM6OEO,5.7286,,S
764,1,1,"Scott, Mrs. Owen",female,25.1,0,0,E0IDTF2,0.0,,S
765,0,3,"Robinson, Mr. Mary",male,15.5,0,0,PBN7X,7.9901,,S
766,0,1,"Hernandez, Mr. Ava",male,,0,0,FLNUH9X,116.0557,,C
767,1,1,"Carter, Miss. Scarlett",female,32.2,0,0,EVQYVX,0.0,,Q
768,1,1,"Martinez, Mr. Isabella",male,33.5,1,0,S0M7OY9M,138.957,,S
769,0,1,"Taylor, Mr. Jackson",male,55.3,1,0,IICTJ,143.5404,,Q
770,0,3,"Scott, Mr. Sebastian",male,19.6,2,0,EJN9Z,0.0,,S
771,0,2,"Green, Mr. Sarah",male,28.0,0,0,Y2LDSAH,30.8739,,S
772,1,3,"Evans, Miss. Mason",female,35.0,0,1,SYSTKHJ2,3.1172,C100,C
773,1,3,"Green, Mr. Richard",male,28.7,1,0,CTQUIAHG,28.8678,,S
774,1,3,"Johnson, Miss. Richard",female,22.0,0,0,MY8XG,3.4365,,Q
775,1,1,"Roberts, Miss. Jayden",female,,0,0,KH9XRP,167.0287,,S
776,1,3,"Lee, Miss. James",female,21.8,0,1,PW7RG8,23.6718,,C
777,0,3,"Smith, Mr. Charles",male,14.0,3,0,CT2JKK,11.3926,,S
778,0,1,"Hall, Mr. Abigail",male,,1,1,84I4L59Z,0.0,,S
779,1,3,"Wilson, Mrs. Liam",female,17.9,0,0,FXBXM8R1,0.0,,S
780,0,3,"Lee, Mr. Ethan",male,14.3,0,0,C0H0Q8,22.4574,E79,Q
781,0,2,"Clark, Mr. Susan",male,37.2,0,0,O02E0R,10.0477,F131,S
782,0,3,"Brown, Mrs. Charlotte",female,37.4,0,0,W1MK2AU8,17.3123,A34,S
783,0,3,"Roberts, Mr. Michael",male,16.3,0,0,ZR3A2G0M,14.2578,,S
784,1,3,"Robinson, Miss. David",female,25.4,0,0,V726FNPB,17.1485,,S
785,1,3,"Edwards, Mrs. Barbara",female,,0,0,B1Q14,18.1874,,S
786,1,2,"Clark, Miss. Scarlett",female,,0,1,4IO8K,39.2514,A121,C
787,0,3,"Young, Mr. David",male,34.6,0,0,SA3BWQFS,2.2692,,S
788,1,2,"Mitchell, Miss. Madison",female,40.5,0,0,DTBTI3,18.3972,,S
789,1,3,"Anderson, Mr. Sarah",male,,0,0,77DSIDOP,6.0772,F12,S
790,1,3,"Campbell, Mrs. Amelia",female,43.7,1,1,EOFBQC,0.0,,S
791,1,1,"Martinez, Mrs. Jackson",female,7.8,0,2,47DQ3UL3,60.4689,,S
792,0,2,"Collins, Mrs. Logan",female,11.5,1,0,9DZA6M,3.4672,,S
793,0,2,"Sanchez, Mr. James",male,38.9,0,2,487RC,18.01,,S
794,0,1,"Robinson, Mr. Aiden",male,52.4,0,1,BBFU1,126.417,,C
795,1,1,"Anderson, Mr. Theodore",male,35.9,0,1,HVIQ6E5,21.035,,S
796,0,2,"Hall, Mr. Madison",male,28.4,0,1,YJFQNS,2.7811,,S
797,0,1,"Perez, Mr. Barbara",male,,0,0,9Y420,250.3865,,S
798,0,1,"Collins, Mr. Madison",male,1.0,1,0,V6DQG,79.1731,E33,C
799,0,3,"Perez, Mr. Emily",male,,2,0,7B2M8AGZ,1.3168,,Q
800,1,3,"Lewis, Miss. Madison",female,24.0,0,0,CFMB2Y0Q,12.9096,,S
801,1,3,"Lopez, Miss. Olivia",female,,0,0,UYQXXX5,20.4048,,S
802,0,2,"Lopez, Rev. Mia",male,,1,0,5BRP5B,11.5644,,S
803,1,3,"White, Miss. Emily",female,,0,2,Q3QXG,25.6744,,C
804,1,3,"Smith, Miss. Ava",female,42.2,0,0,2BZEUZ7C,8.2476,,S
805,1,1,"Johnson, Mr. Aiden",male,30.9,1,4,YJZGFT,148.7886,,S
806,0,1,"Adams, Mr. Avery",male,,0,0,H55CKUR,71.6527,,S
807,1,3,"Thomas, Mrs. Jessica",female,29.1,0,0,T8LH0U,16.1028,,S
808,1,1,"Lee, Mrs. Evelyn",female,27.4,0,0,X10VQQJ,52.7221,,S
809,0,3,"Scott, Miss. Victoria",female,43.9,0,1,VZ1N0P,26.1084,E121,S
810,1,3,"Allen, Miss. Sophia",female,15.3,0,0,FJYHCJ,0.0,E88,C
811,1,1,"White, Mrs. Ella",female,68.4,1,0,FFON7IPK,76.4822,,C
812,1,1,"Adams, Mr. Michael",male,,0,0,LJZ2G,134.2721,,S
813,0,3,"Davis, Mr. Emma",male,34.3,1,0,J5DOLN,16.0139,D66,S
814,0,3,"Clark, Mr. Avery",male,36.4,1,0,TN31FQOQ,10.5084,F132,Q
815,1,1,"Garcia, Mrs. Sebastian",female,,1,1,39A45N,65.7573,,C
816,0,3,"Walker, Mr. Emily",male,40.1,0,0,DMI6DM,0.0,,C
817,0,3,"Jones, Mr. Madison",male,6.5,0,1,937LJU,10.9038,,Q
818,1,3,"Evans, Mrs. Sarah",female,48.6,0,0,A3DH70,4.7165,,S
819,0,3,"Wright, Mr. Avery",male,24.2,0,5,EJHXSM0,23.0988,,S
820,1,2,"Thomas, Miss. Charles",female,30.5,2,0,0DVHJ9O2,18.332,,S
821,0,1,"Allen, Mr. John",male,11.1,0,0,9JGLG,212.1422,,S
822,1,3,"Thompson, Mrs. Richard",female,36.4,1,0,FHZBPYQ,17.35,A68,S
823,0,2,"Robinson, Miss. Evelyn",female,,0,0,F81M5,29.0763,,S
824,0,3,"Wilson, Mr. Jayden",male,,0,0,B5YVM,19.4971,F35,S
825,0,3,"Robinson, Mrs. Sophia",female,25.0,0,0,VPNMUX2O,19.9234,D33,S
826,1,1,"Garcia, Mr. Logan",male,56.0,1,0,UVKCLC,8.8601,F110,C
827,1,3,"Davis, Mr. Aiden",male,56.8,0,0,82BMJ,36.3003,C12,S
828,1,1,"Young, Miss. Amelia",female,29.7,0,0,PJWRGKEY,0.0,,S
829,0,3,"Robinson, Miss. Lucas",female,29.9,1,6,3NRCNB06,8.7268,,S
830,1,2,"Moore, Mr. Emma",male,23.8,0,0,YVP0Y,39.9512,A86,S
831,1,3,"Williams, Mr. Noah",male,44.5,0,0,2XL0XE,14.8976,,S
832,1,3,"Gonzalez, Mrs. Scarlett",female,24.4,0,0,LBOQ1,13.1474,,S
833,0,2,"Parker, Mr. Emily",male,23.1,0,0,UXQ6L,4.8574,,S
834,0,3,"Green, Mr. Mia",male,42.7,0,0,AOA9I3,24.3036,,C
835,0,3,"Williams, Mr. Olivia",male,,0,0,JENVP,0.8844,,S
836,1,3,"Parker, Mr. Jayden",male,28.5,0,0,3BPVSFH,1.5477,,S
837,1,3,"Gonzalez, Mrs. Patricia",female,6.9,0,0,X9NSLB,1.7335,,C
838,0,3,"Hall, Mr. John",male,38.9,0,0,MFYJIO,9.0364,,S
839,1,2,"Smith, Mr. Ava",male,56.2,0,0,WP3AMTRY,17.248,,C
840,1,3,"Martin, Mrs. Mary",female,39.1,0,2,Q77R6XF,12.4657,,S
841,0,1,"Carter, Mr. Sarah",male,49.5,0,0,CHLCV,0.306,,S
842,1,3,"Jackson, Miss. Amelia",female,17.2,0,0,VSJW8L,4.3483,,S
843,0,3,"Wilson, Mr. Liam",male,32.3,0,0,S2T3CD,22.6114,,S
844,1,2,"Jones, Miss. David",female,15.8,0,0,IAHJ72,46.5999,,Q
845,1,1,"Parker, Miss. Joseph",female,25.8,1,1,84JR7Q,225.3386,B31,S
846,1,3,"Mitchell, Mrs. Evelyn",female,39.8,1,0,6XP50M,10.8545,,S
847,0,2,"Williams, Mr. Theodore",male,30.4,0,0,BD8B4H,13.7269,,S
848,1,3,"Parker, Mr. Aiden",male,9.2,0,0,09N7Q5D,6.8094,,Q
849,1,1,"Perez, Mrs. Charlotte",female,,0,0,WZ2MWW,57.867,,S
850,0,3,"Thompson, Mr. Linda",male,9.7,1,2,EAUAHSJJ,20.8345,,S
851,0,1,"Wright, Mr. Richard",male,35.9,0,0,YN2FDF,120.2271,A23,Q
852,0,1,"Thomas, Mr. Olivia",male,57.9,0,0,JBLYNNDY,163.3277,,S
853,1,3,"Thomas, Mrs. Richard",female,48.1,0,1,DZ7V7,4.0598,,S
854,1,3,"Green, Miss. Sofia",female,2.5,0,0,SMS6WA,21.3496,,S
855,1,1,"Anderson, Dr. Karen",male,48.9,0,0,NTUV548,161.8805,,S
856,1,3,"Thompson, Miss. Ethan",female,42.1,1,0,KH46BHY,22.3685,F27,C
857,0,3,"Thompson, Mr. Susan",male,7.4,2,0,B9DH9,13.6707,D84,S
858,0,3,"Davis, Mr. Sophia",male,,0,1,2UT3A,29.7305,,Q
859,0,2,"Perez, Mr. Ella",male,44.3,0,0,HR8CP,21.4447,,S
860,0,3,"King, Mr. David",male,36.7,0,0,HMHES7,0.0,,S
861,0,3,"Turner, Mr. Victoria",male,10.7,0,1,WY4363,6.2216,D143,S
862,0,3,"Walker, Mrs. Harper",female,37.6,0,0,80RLU31S,0.0,,S
863,1,3,"Wilson, Miss. Emily",female,1.0,0,0,JUNQK,0.0,,S
864,0,3,"Hernandez, Mr. Noah",male,25.9,1,0,QQ2ER,19.8371,B128,S
865,1,1,"Thompson, Mr. Owen",male,44.9,3,1,JLDU4RP0,185.7908,B99,S
866,1,3,"Evans, Mr. Aiden",male,29.3,0,0,O1K4JS,7.7235,,C
867,0,3,"Taylor, Mrs. Barbara",female,22.0,0,0,WPI07B,8.7434,,S
868,1,3,"Scott, Miss. Charlotte",female,41.5,0,0,ZZHESWK,6.4304,,S
869,1,1,"Miller, Mrs. Sebastian",female,42.6,0,0,TQRY92,95.378,D82,S
870,0,1,"Evans, Mr. Joseph",male,47.3,0,0,MA5XH,29.3044,,S
871,0,3,"Wright, Mr. Mia",male,41.2,0,0,UBF3KS6K,0.0,,
872,0,1,"Gonzalez, Mr. Victoria",male,44.1,0,0,D6VLC,197.2629,,Q
873,0,3,"Thompson, Mr. Joseph",male,39.3,1,2,BDVXU6J,10.6267,,S
874,0,2,"Thompson, Mr. Isabella",male,32.7,0,0,LNF2ZZF,16.6594,,S
875,0,3,"Taylor, Mr. Charlotte",male,30.3,0,0,2XBX9,7.2117,E59,S
876,1,3,"Young, Mrs. Barbara",female,25.7,0,0,JL1O08OU,22.3058,,S
877,0,2,"Turner, Mr. Barbara",male,,3,2,SC9TIU,13.1123,,S
878,1,2,"Thomas, Mr. Amelia",male,15.6,0,2,31NZB8,15.7864,F94,S
879,1,3,"Adams, Miss. Barbara",female,25.1,0,0,XXLYOYD,4.8279,,S
880,0,3,"Hall, Mr. Theodore",male,32.4,0,0,70EHT,21.155,,S
881,1,2,"Nelson, Mrs. Mia",female,49.2,0,0,OLEKK,12.3995,F61,C
882,1,3,"Nelson, Mr. Avery",male,28.4,5,1,WJBA8,0.0,,S
883,1,3,"Johnson, Miss. Emma",female,43.0,0,0,6FDT5,0.5872,B45,S
884,0,3,"Johnson, Mr. Jessica",male,44.1,1,0,L1CGL,0.0,,S
885,0,1,"Campbell, Mr. Sophia",male,25.8,0,0,3ZXAI7ZI,184.3078,,S
886,0,2,"Davis, Mrs. Avery",female,,0,2,009TC3A,22.6122,,S
887,0,2,"Hall, Mr. Emma",male,25.6,0,1,2E23XLH,36.7914,,S
888,0,1,"Adams, Mr. Joseph",male,47.5,0,2,FYGMSF2,97.2636,,S
889,0,1,"Robinson, Mr. Linda",male,37.9,0,0,A4Z4VWN,153.568,,S
890,0,3,"Smith, Mr. Charlotte",male,12.3,0,1,ILK1S,7.7425,,S
891,1,2,"Smith, Miss. Sofia",female,31.3,0,1,007LIA,40.3904,,C
