Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1085,CA-2023-185833,04/08/2023,04/11/2023,Second Class,NY-45746,Olivia Gonzalez,Corporate,United States,Philadelphia,Virginia,20237,South,OFF-601263,Office Supplies,Paper,Paper Model 219,23.86,2,0.2,-0.85
1086,CA-2021-176290,02/04/2021,02/07/2021,Second Class,WB-57475,Harper Brown,Consumer,United States,Richmond,Illinois,13929,Central,FUR-512886,Furniture,Tables,Tables Model 313,61.61,2,0.0,19.32
1087,CA-2022-140068,08/24/2022,08/27/2022,Standard Class,NZ-33796,James Turner,Consumer,United States,Philadelphia,Texas,63603,Central,OFF-778153,Office Supplies,Envelopes,Envelopes Model 324,107.58,6,0.0,8.57
1088,CA-2021-127093,05/12/2021,05/16/2021,Second Class,PP-19137,Madison Jackson,Consumer,United States,New York City,California,47756,West,OFF-364636,Office Supplies,Fasteners,Fasteners Model 630,19.35,1,0.2,4.58
1089,CA-2024-165682,03/21/2024,03/28/2024,First Class,ZM-49272,Lucas Harris,Consumer,United States,Philadelphia,Virginia,31550,South,OFF-678318,Office Supplies,Art,Art Model 116,63.84,3,0.3,19.31
1090,CA-2021-154355,04/29/2021,05/05/2021,Standard Class,XB-69638,Liam Lopez,Consumer,United States,San Francisco,Florida,63021,South,TEC-781162,Technology,Copiers,Copiers Model 975,550.6,9,0.1,164.79
1091,CA-2024-123665,09/22/2024,09/28/2024,Standard Class,AY-82932,Emily Campbell,Consumer,United States,Philadelphia,Michigan,99166,Central,OFF-748100,Office Supplies,Paper,Paper Model 206,108.89,1,0.1,-2.12
1092,CA-2021-105442,03/25/2021,03/27/2021,Second Class,NK-92065,Jessica White,Corporate,United States,Los Angeles,Florida,95447,South,OFF-620278,Office Supplies,Binders,Binders Model 412,26.18,9,0.0,5.38
1093,CA-2023-181910,06/11/2023,06/13/2023,Standard Class,GT-47226,Owen Scott,Home Office,United States,Richmond,Washington,88985,West,OFF-117325,Office Supplies,Paper,Paper Model 399,17.01,13,0.0,0.12
1094,CA-2022-184645,05/03/2022,05/07/2022,Standard Class,VT-99229,Barbara King,Consumer,United States,San Francisco,Washington,34114,West,FUR-743866,Furniture,Bookcases,Bookcases Model 861,176.92,14,0.0,-7.78
1095,CA-2021-190651,06/11/2021,06/18/2021,Standard Class,PH-89852,Linda Perez,Consumer,United States,Richmond,Pennsylvania,25314,East,OFF-965492,Office Supplies,Paper,Paper Model 663,32.01,14,0.0,5.02
1096,CA-2022-136614,06/07/2022,06/09/2022,Second Class,QS-33080,Owen Perez,Home Office,United States,Columbus,Florida,31914,South,FUR-673278,Furniture,Furnishings,Furnishings Model 944,110.05,5,0.0,43.33
1097,CA-2021-170409,02/28/2021,03/06/2021,Standard Class,NW-43037,Isabella Brown,Consumer,United States,Detroit,New York,37913,East,OFF-630434,Office Supplies,Binders,Binders Model 918,121.4,10,0.1,47.45
1098,CA-2023-158448,10/16/2023,10/22/2023,Standard Class,PF-25824,Emma Phillips,Corporate,United States,San Francisco,California,11551,West,TEC-553328,Technology,Copiers,Copiers Model 807,1212.57,1,0.1,226.39
1099,CA-2024-126627,06/25/2024,06/28/2024,Standard Class,UK-28495,Mason Jackson,Consumer,United States,Columbus,Virginia,38257,South,OFF-178531,Office Supplies,Binders,Binders Model 232,16.61,4,0.0,4.75
1100,CA-2022-192727,04/27/2022,04/29/2022,Standard Class,ED-51215,Joseph Taylor,Home Office,United States,San Francisco,Pennsylvania,61719,East,OFF-964559,Office Supplies,Labels,Labels Model 631,41.45,11,0.3,1.03
1101,CA-2022-133602,10/04/2022,10/06/2022,Standard Class,IC-53327,Jessica Anderson,Consumer,United States,San Francisco,California,32489,West,FUR-436467,Furniture,Furnishings,Furnishings Model 637,201.08,3,0.0,2.45
1102,CA-2021-103024,07/24/2021,07/26/2021,Standard Class,ZZ-63694,John Lopez,Home Office,United States,Richmond,Ohio,99627,East,OFF-732864,Office Supplies,Labels,Labels Model 371,55.03,5,0.2,13.94
1103,CA-2022-116564,12/05/2022,12/12/2022,Standard Class,PZ-78157,Isabella Sanchez,Home Office,United States,Detroit,Pennsylvania,86397,East,TEC-592220,Technology,Accessories,Accessories Model 133,131.37,6,0.2,38.49
1104,CA-2024-196800,10/14/2024,10/20/2024,Standard Class,EN-44597,Victoria Perez,Home Office,United States,San Francisco,Texas,43397,Central,OFF-719942,Office Supplies,Art,Art Model 130,24.45,5,0.2,6.62
1105,CA-2023-106872,02/25/2023,03/03/2023,Second Class,DY-63007,Ryan Perez,Corporate,United States,Los Angeles,Washington,47101,West,OFF-172964,Office Supplies,Storage,Storage Model 445,24.8,11,0.2,-1.18
1106,CA-2024-152517,07/02/2024,07/04/2024,Second Class,RU-16303,Mia Mitchell,Corporate,United States,Chicago,Washington,54805,West,FUR-721431,Furniture,Chairs,Chairs Model 762,57.45,13,0.2,4.49
1107,CA-2024-148531,02/13/2024,02/20/2024,Standard Class,IW-28292,Patricia Jackson,Home Office,United States,Richmond,Ohio,39855,East,FUR-597892,Furniture,Chairs,Chairs Model 251,43.19,8,0.0,-3.36
1108,CA-2021-178073,07/01/2021,07/07/2021,Standard Class,EQ-33562,Barbara Perez,Consumer,United States,Richmond,Virginia,15241,South,OFF-520112,Office Supplies,Binders,Binders Model 959,60.88,9,0.1,17.84
1109,CA-2021-182109,03/19/2021,03/25/2021,Standard Class,VT-79247,Joseph Scott,Corporate,United States,Seattle,Michigan,44581,Central,TEC-772461,Technology,Phones,Phones Model 357,30.22,11,0.3,1.69
1110,CA-2022-147304,06/14/2022,06/18/2022,Standard Class,SD-69452,Sebastian Roberts,Consumer,United States,Chicago,Michigan,61397,Central,OFF-678417,Office Supplies,Binders,Binders Model 719,78.14,6,0.0,8.98
1111,CA-2024-163170,10/04/2024,10/07/2024,Standard Class,EA-97878,Harper Smith,Consumer,United States,Detroit,Washington,32906,West,OFF-780458,Office Supplies,Paper,Paper Model 144,7.93,7,0.2,1.5
1112,CA-2021-181589,09/03/2021,09/09/2021,Standard Class,GS-41040,Owen Robinson,Consumer,United States,New York City,Illinois,28906,Central,FUR-644052,Furniture,Tables,Tables Model 132,460.24,14,0.0,-45.9
1113,CA-2021-180959,03/06/2021,03/08/2021,Second Class,SK-49610,Ethan Sanchez,Home Office,United States,Philadelphia,New York,56883,East,OFF-805511,Office Supplies,Binders,Binders Model 554,133.14,6,0.1,10.26
1114,CA-2024-188055,11/01/2024,11/04/2024,Second Class,BM-70783,Jackson Thomas,Consumer,United States,New York City,Illinois,11391,Central,OFF-899460,Office Supplies,Appliances,Appliances Model 225,68.06,4,0.0,17.94
1115,CA-2021-170722,10/16/2021,10/18/2021,Standard Class,SX-63063,Joseph Wright,Corporate,United States,Chicago,Ohio,76594,East,OFF-832450,Office Supplies,Binders,Binders Model 671,24.86,1,0.2,1.07
1116,CA-2022-138167,06/04/2022,06/06/2022,Standard Class,ZQ-81817,Amelia Baker,Corporate,United States,Detroit,Michigan,71545,Central,OFF-980964,Office Supplies,Binders,Binders Model 453,149.72,1,0.0,27.73
1117,CA-2024-155900,02/14/2024,02/19/2024,Standard Class,DF-62901,Patricia Miller,Corporate,United States,San Francisco,California,96899,West,FUR-584633,Furniture,Furnishings,Furnishings Model 307,37.21,11,0.0,14.46
1118,CA-2021-172262,05/24/2021,05/27/2021,Standard Class,NM-92415,Karen Evans,Consumer,United States,Detroit,Michigan,23296,Central,TEC-534734,Technology,Machines,Machines Model 989,1396.89,4,0.0,-57.16
1119,CA-2021-129642,09/07/2021,09/14/2021,Standard Class,MB-57119,Thomas Evans,Corporate,United States,Chicago,Illinois,81837,Central,OFF-162863,Office Supplies,Envelopes,Envelopes Model 456,38.53,11,0.2,1.31
1120,CA-2023-199860,11/28/2023,12/05/2023,Standard Class,FA-33825,William Moore,Corporate,United States,Philadelphia,California,19103,West,OFF-640741,Office Supplies,Fasteners,Fasteners Model 176,39.82,1,0.3,9.64
1121,CA-2021-144378,01/10/2021,01/13/2021,Standard Class,AP-51819,Patricia Martinez,Home Office,United States,Richmond,Virginia,79242,South,OFF-713955,Office Supplies,Supplies,Supplies Model 226,61.11,12,0.0,12.17
1122,CA-2023-175712,11/06/2023,11/12/2023,Second Class,YB-53432,Karen Martinez,Home Office,United States,Columbus,Washington,30535,West,FUR-361237,Furniture,Tables,Tables Model 385,798.95,6,0.0,310.79
1123,CA-2023-150601,03/03/2023,03/05/2023,Second Class,XO-42433,Patricia Johnson,Consumer,United States,Chicago,Washington,83940,West,OFF-136517,Office Supplies,Appliances,Appliances Model 548,110.7,12,0.2,-9.15
1124,CA-2021-195687,12/18/2021,12/21/2021,Standard Class,QH-86637,Evelyn Johnson,Consumer,United States,New York City,New York,22378,East,OFF-860889,Office Supplies,Storage,Storage Model 596,18.98,12,0.1,6.43
1125,CA-2023-166775,06/15/2023,06/20/2023,Second Class,RH-16828,Joseph Martin,Corporate,United States,Chicago,California,82996,West,FUR-213565,Furniture,Chairs,Chairs Model 501,79.2,8,0.0,11.43
1126,CA-2022-173660,04/15/2022,04/18/2022,Standard Class,QX-93276,Elizabeth King,Consumer,United States,Philadelphia,California,66057,West,OFF-739609,Office Supplies,Paper,Paper Model 200,94.43,14,0.2,1.27
1127,CA-2024-177445,10/17/2024,10/19/2024,Second Class,RY-83406,Jennifer Scott,Corporate,United States,Seattle,Texas,14100,Central,OFF-977237,Office Supplies,Supplies,Supplies Model 332,20.32,14,0.3,3.08
1128,CA-2022-132988,08/29/2022,08/31/2022,Standard Class,JW-20061,Ava Perez,Home Office,United States,Richmond,Texas,34035,Central,TEC-931586,Technology,Machines,Machines Model 205,253.15,10,0.0,26.86
1129,CA-2023-134904,12/29/2023,01/03/2024,Standard Class,XY-60726,William Wright,Consumer,United States,Richmond,Washington,52800,West,OFF-295920,Office Supplies,Labels,Labels Model 564,13.35,7,0.0,-0.14
1130,CA-2022-182714,01/26/2022,01/29/2022,Standard Class,XD-18751,Amelia Miller,Home Office,United States,Seattle,Ohio,70388,East,OFF-644505,Office Supplies,Envelopes,Envelopes Model 161,14.3,13,0.0,0.14
1131,CA-2024-146211,05/01/2024,05/04/2024,Second Class,IC-31478,Ryan Collins,Consumer,United States,San Francisco,Virginia,76123,South,OFF-946718,Office Supplies,Appliances,Appliances Model 796,12.57,14,0.4,0.55
1132,CA-2022-166633,02/26/2022,03/01/2022,Standard Class,EL-68215,Scarlett Martinez,Home Office,United States,Philadelphia,Florida,59136,South,OFF-737784,Office Supplies,Appliances,Appliances Model 552,12.56,6,0.2,2.21
1133,CA-2023-151799,01/12/2023,01/19/2023,Standard Class,FH-76393,Michael White,Consumer,United States,Philadelphia,Washington,72193,West,OFF-358620,Office Supplies,Envelopes,Envelopes Model 356,83.41,5,0.1,-4.88
1134,CA-2024-103306,03/16/2024,03/23/2024,Second Class,GI-81965,Robert King,Home Office,United States,Chicago,Virginia,41826,South,FUR-185631,Furniture,Tables,Tables Model 357,11.19,5,0.5,-0.62
1135,CA-2024-147115,09/14/2024,09/20/2024,Second Class,KG-82198,Jackson Miller,Consumer,United States,Richmond,Illinois,39417,Central,FUR-565822,Furniture,Chairs,Chairs Model 135,443.05,14,0.0,29.19
1136,CA-2024-117243,01/03/2024,01/05/2024,First Class,YX-49458,Jackson Gonzalez,Corporate,United States,Detroit,Washington,27412,West,OFF-646055,Office Supplies,Envelopes,Envelopes Model 135,8.56,3,0.2,2.17
1137,CA-2023-108683,09/02/2023,09/05/2023,Standard Class,AK-78911,Charles Parker,Consumer,United States,Philadelphia,Texas,70017,Central,FUR-269622,Furniture,Furnishings,Furnishings Model 691,283.93,1,0.2,110.49
1138,CA-2023-126127,10/09/2023,10/16/2023,Standard Class,YB-20811,Noah Taylor,Corporate,United States,Detroit,Washington,70545,West,OFF-439106,Office Supplies,Binders,Binders Model 551,29.4,8,0.2,-2.76
1139,CA-2022-129270,08/17/2022,08/22/2022,Second Class,HC-25926,Karen Allen,Home Office,United States,Seattle,California,92208,West,OFF-477404,Office Supplies,Fasteners,Fasteners Model 213,59.59,14,0.2,23.01
1140,CA-2023-174355,09/30/2023,10/02/2023,Standard Class,LG-62835,Harper Allen,Home Office,United States,Columbus,New York,57198,East,FUR-557282,Furniture,Furnishings,Furnishings Model 756,245.44,5,0.0,59.65
1141,CA-2023-125212,04/20/2023,04/23/2023,Standard Class,YN-55655,David Brown,Corporate,United States,Philadelphia,Virginia,65263,South,OFF-148372,Office Supplies,Storage,Storage Model 970,19.33,8,0.0,6.78
1142,CA-2023-179712,02/01/2023,02/07/2023,Second Class,YP-99383,Owen Williams,Consumer,United States,Detroit,New York,74875,East,OFF-393914,Office Supplies,Paper,Paper Model 701,89.43,2,0.0,15.04
1143,CA-2022-121020,04/03/2022,04/10/2022,Standard Class,YB-94440,Liam Davis,Home Office,United States,Seattle,Illinois,88494,Central,OFF-857490,Office Supplies,Storage,Storage Model 895,4.31,12,0.3,0.57
1144,CA-2022-182687,05/28/2022,06/01/2022,Standard Class,EG-59826,William Smith,Consumer,United States,Miami,New York,55550,East,OFF-358523,Office Supplies,Fasteners,Fasteners Model 715,79.15,14,0.0,23.16
1145,CA-2021-152600,06/30/2021,07/02/2021,Standard Class,UY-51476,Jessica Walker,Corporate,United States,Philadelphia,Ohio,77220,East,OFF-821617,Office Supplies,Paper,Paper Model 930,7.8,9,0.1,1.37
1146,CA-2023-106721,11/18/2023,11/20/2023,Second Class,HK-43036,Jackson Hernandez,Consumer,United States,Richmond,Virginia,82185,South,TEC-838646,Technology,Accessories,Accessories Model 595,784.45,2,0.0,273.52
1147,CA-2021-111059,02/02/2021,02/05/2021,Standard Class,HG-73777,Jessica Young,Corporate,United States,Seattle,Washington,62453,West,OFF-878865,Office Supplies,Art,Art Model 831,102.43,2,0.0,35.5
1148,CA-2021-107215,06/19/2021,06/25/2021,First Class,ZP-23846,Lucas Moore,Consumer,United States,Columbus,New York,59476,East,FUR-601858,Furniture,Tables,Tables Model 802,549.45,11,0.0,90.78
1149,CA-2022-141042,03/04/2022,03/10/2022,Standard Class,RO-46084,Victoria Thompson,Consumer,United States,Chicago,California,70021,West,OFF-425484,Office Supplies,Labels,Labels Model 399,5.79,2,0.1,1.08
1150,CA-2021-129944,07/25/2021,07/28/2021,Second Class,AU-64149,Ryan Garcia,Consumer,United States,Chicago,Florida,83199,South,OFF-327890,Office Supplies,Art,Art Model 156,21.17,1,0.0,2.71
1151,CA-2023-104626,12/31/2023,01/07/2024,Standard Class,GK-57481,Linda Carter,Corporate,United States,Philadelphia,New York,60163,East,FUR-581790,Furniture,Chairs,Chairs Model 479,157.73,13,0.0,38.6
1152,CA-2021-168123,07/04/2021,07/11/2021,Standard Class,OR-17222,Emma Garcia,Consumer,United States,Richmond,Pennsylvania,59474,East,OFF-790041,Office Supplies,Supplies,Supplies Model 271,65.91,8,0.0,15.9
1153,CA-2022-185306,10/29/2022,11/05/2022,Second Class,NC-24843,Ethan Campbell,Home Office,United States,Philadelphia,Michigan,29592,Central,TEC-844814,Technology,Accessories,Accessories Model 882,234.69,9,0.4,52.87
1154,CA-2023-184217,12/06/2023,12/12/2023,First Class,CQ-85165,Michael Wilson,Corporate,United States,San Francisco,Illinois,96555,Central,TEC-167321,Technology,Copiers,Copiers Model 732,1982.56,10,0.1,-136.45
1155,CA-2023-115071,05/11/2023,05/16/2023,Second Class,ZS-80408,Mary Collins,Home Office,United States,Seattle,Michigan,15134,Central,TEC-935879,Technology,Phones,Phones Model 902,240.75,5,0.1,91.92
1156,CA-2023-186936,05/14/2023,05/21/2023,Standard Class,DA-38443,James Baker,Consumer,United States,Seattle,Michigan,86786,Central,OFF-363835,Office Supplies,Supplies,Supplies Model 401,91.8,4,0.3,6.22
1157,CA-2022-142560,05/18/2022,05/24/2022,Standard Class,JL-69851,Robert Perez,Corporate,United States,Philadelphia,Ohio,44502,East,OFF-328292,Office Supplies,Envelopes,Envelopes Model 589,35.11,8,0.1,0.81
1158,CA-2022-120751,10/20/2022,10/26/2022,Standard Class,CC-85596,Lucas Mitchell,Consumer,United States,Detroit,Virginia,32870,South,OFF-402674,Office Supplies,Supplies,Supplies Model 314,37.46,2,0.1,0.21
1159,CA-2024-113340,01/25/2024,01/29/2024,Second Class,PJ-84991,Charles Harris,Home Office,United States,Columbus,California,30395,West,OFF-429068,Office Supplies,Paper,Paper Model 529,49.29,5,0.1,-3.22
1160,CA-2022-176740,11/27/2022,11/30/2022,Standard Class,RV-67777,Linda Martinez,Consumer,United States,Richmond,Texas,75532,Central,OFF-259827,Office Supplies,Envelopes,Envelopes Model 124,142.66,9,0.0,18.33
1161,CA-2023-125625,10/19/2023,10/24/2023,Standard Class,NX-99142,Avery King,Consumer,United States,San Francisco,Texas,36059,Central,OFF-392305,Office Supplies,Storage,Storage Model 415,42.54,14,0.0,-3.37
1162,CA-2024-164076,04/23/2024,04/27/2024,Standard Class,TQ-13098,Jessica Wright,Consumer,United States,Seattle,Virginia,21878,South,OFF-858420,Office Supplies,Storage,Storage Model 880,19.15,9,0.3,-0.37
1163,CA-2021-155424,12/24/2021,12/28/2021,Second Class,WE-12913,Linda Mitchell,Consumer,United States,Chicago,Ohio,51451,East,OFF-123136,Office Supplies,Binders,Binders Model 653,48.5,11,0.0,-4.72
1164,CA-2021-192672,06/27/2021,07/03/2021,Second Class,LC-18371,Ryan Taylor,Home Office,United States,Chicago,Texas,91997,Central,OFF-706508,Office Supplies,Appliances,Appliances Model 853,32.75,5,0.0,-0.41
1165,CA-2022-171583,11/08/2022,11/13/2022,First Class,MK-21480,Harper Mitchell,Consumer,United States,New York City,Texas,88181,Central,FUR-889571,Furniture,Tables,Tables Model 789,263.79,1,0.2,104.89
1166,CA-2022-177285,07/14/2022,07/17/2022,Standard Class,ZF-28491,Olivia Phillips,Corporate,United States,Detroit,Michigan,41098,Central,OFF-703273,Office Supplies,Appliances,Appliances Model 154,5.66,6,0.0,0.97
1167,CA-2021-149255,08/07/2021,08/10/2021,Standard Class,US-42009,Jack Baker,Consumer,United States,Richmond,Michigan,68158,Central,OFF-527340,Office Supplies,Storage,Storage Model 531,50.27,10,0.1,-3.34
1168,CA-2024-152861,01/15/2024,01/20/2024,Standard Class,GX-13074,Richard Hernandez,Consumer,United States,Chicago,California,52968,West,OFF-633436,Office Supplies,Envelopes,Envelopes Model 373,85.48,1,0.2,15.56
1169,CA-2023-114933,06/30/2023,07/03/2023,Second Class,QC-10343,Harper Thomas,Home Office,United States,San Francisco,Pennsylvania,45844,East,OFF-585216,Office Supplies,Paper,Paper Model 206,91.87,13,0.0,18.41
1170,CA-2023-178318,08/19/2023,08/22/2023,First Class,CO-36910,Victoria Miller,Corporate,United States,Seattle,Illinois,11851,Central,TEC-440462,Technology,Machines,Machines Model 292,441.7,5,0.0,76.8
1171,CA-2023-175206,11/02/2023,11/05/2023,Standard Class,RY-13544,James Perez,Home Office,United States,Los Angeles,Texas,24017,Central,OFF-862119,Office Supplies,Appliances,Appliances Model 108,31.41,10,0.0,2.14
1172,CA-2022-130827,09/28/2022,10/03/2022,Standard Class,QX-21069,Joseph Gonzalez,Consumer,United States,Los Angeles,Florida,88085,South,OFF-693110,Office Supplies,Appliances,Appliances Model 285,30.65,13,0.2,7.01
1173,CA-2023-113998,01/16/2023,01/20/2023,Standard Class,KB-19695,Robert Martin,Corporate,United States,San Francisco,Florida,96666,South,OFF-150297,Office Supplies,Labels,Labels Model 705,76.3,9,0.3,-2.19
1174,CA-2021-178613,11/24/2021,11/28/2021,Standard Class,ZG-25422,Mia Davis,Corporate,United States,Philadelphia,Michigan,95320,Central,TEC-762654,Technology,Machines,Machines Model 332,4576.17,3,0.2,44.76
1175,CA-2023-177098,12/04/2023,12/06/2023,Standard Class,XH-35044,Sofia Lewis,Corporate,United States,Philadelphia,Florida,96020,South,OFF-318813,Office Supplies,Appliances,Appliances Model 752,146.4,4,0.0,58.17
1176,CA-2024-178116,10/13/2024,10/15/2024,Second Class,VT-59939,William Martinez,Consumer,United States,San Francisco,Michigan,52344,Central,OFF-584632,Office Supplies,Supplies,Supplies Model 367,16.9,7,0.0,1.82
1177,CA-2024-102996,06/29/2024,07/05/2024,Standard Class,WF-81710,Linda Perez,Consumer,United States,New York City,Pennsylvania,15922,East,OFF-253040,Office Supplies,Binders,Binders Model 148,15.11,14,0.1,-0.39
1178,CA-2022-185520,08/19/2022,08/26/2022,Standard Class,RO-43437,Noah Jackson,Consumer,United States,Seattle,Texas,26911,Central,OFF-523650,Office Supplies,Storage,Storage Model 735,19.0,10,0.2,0.16
1179,CA-2021-135986,03/14/2021,03/17/2021,Standard Class,DP-82266,Emma Harris,Corporate,United States,Los Angeles,Pennsylvania,81501,East,FUR-230250,Furniture,Bookcases,Bookcases Model 248,561.19,9,0.0,147.07
1180,CA-2024-124239,07/05/2024,07/12/2024,Standard Class,CE-89217,Jennifer King,Corporate,United States,Miami,Michigan,72440,Central,FUR-301171,Furniture,Bookcases,Bookcases Model 971,196.62,12,0.0,-8.23
1181,CA-2023-152633,04/20/2023,04/25/2023,Second Class,WP-51250,Sofia Scott,Corporate,United States,Columbus,Ohio,98978,East,OFF-880942,Office Supplies,Fasteners,Fasteners Model 486,52.91,2,0.0,4.07
1182,CA-2024-184899,02/10/2024,02/13/2024,Standard Class,AX-60316,Aiden Garcia,Consumer,United States,New York City,Pennsylvania,36726,East,OFF-175597,Office Supplies,Fasteners,Fasteners Model 140,49.43,2,0.0,3.17
1183,CA-2022-181497,03/16/2022,03/21/2022,Standard Class,CJ-85140,Olivia Brown,Corporate,United States,New York City,Florida,45881,South,OFF-375326,Office Supplies,Labels,Labels Model 313,33.89,9,0.2,0.47
1184,CA-2024-116904,06/11/2024,06/13/2024,Standard Class,XQ-22469,Charles Moore,Consumer,United States,Los Angeles,Texas,96399,Central,OFF-137171,Office Supplies,Art,Art Model 390,28.3,9,0.4,3.92
1185,CA-2024-197641,05/08/2024,05/12/2024,Standard Class,EI-78628,William Adams,Home Office,United States,New York City,Texas,92315,Central,OFF-269671,Office Supplies,Binders,Binders Model 547,7.66,4,0.0,-0.34
1186,CA-2021-177189,01/25/2021,01/31/2021,Second Class,TT-30270,Thomas Roberts,Consumer,United States,Chicago,California,38003,West,OFF-742819,Office Supplies,Binders,Binders Model 700,18.44,9,0.1,2.37
1187,CA-2023-193298,04/05/2023,04/12/2023,Standard Class,II-75587,Isabella Edwards,Corporate,United States,Los Angeles,Virginia,96159,South,FUR-595899,Furniture,Chairs,Chairs Model 385,222.95,3,0.0,-18.66
1188,CA-2022-192990,11/28/2022,12/01/2022,Second Class,UA-74109,Ryan Hernandez,Consumer,United States,Los Angeles,Texas,61814,Central,OFF-413782,Office Supplies,Supplies,Supplies Model 375,34.76,3,0.0,13.39
1189,CA-2023-152543,08/19/2023,08/26/2023,Second Class,KJ-55731,Barbara Nelson,Consumer,United States,Chicago,Florida,99344,South,OFF-180750,Office Supplies,Fasteners,Fasteners Model 933,7.69,13,0.0,1.56
1190,CA-2022-103579,01/14/2022,01/19/2022,Standard Class,MZ-59711,Ethan Wilson,Consumer,United States,Richmond,New York,14449,East,TEC-737566,Technology,Phones,Phones Model 271,631.09,1,0.0,-39.42
1191,CA-2021-107236,05/24/2021,05/27/2021,Standard Class,VX-98405,Isabella Martinez,Consumer,United States,Seattle,California,61832,West,OFF-330450,Office Supplies,Binders,Binders Model 758,21.4,8,0.0,-0.1
1192,CA-2022-162600,02/05/2022,02/11/2022,Second Class,RY-63324,Charlotte Walker,Consumer,United States,Philadelphia,Ohio,99081,East,OFF-557115,Office Supplies,Binders,Binders Model 250,76.34,12,0.2,20.48
1193,CA-2023-109102,02/07/2023,02/14/2023,Second Class,JV-89379,Jessica Jones,Corporate,United States,Detroit,California,96610,West,FUR-214518,Furniture,Bookcases,Bookcases Model 335,76.6,10,0.1,20.36
1194,CA-2022-165958,01/29/2022,02/01/2022,Standard Class,HZ-49957,Theodore Johnson,Consumer,United States,Detroit,New York,61853,East,OFF-502197,Office Supplies,Art,Art Model 637,82.78,7,0.1,6.83
1195,CA-2022-110329,11/09/2022,11/11/2022,Standard Class,FR-31891,Patricia Collins,Home Office,United States,Detroit,Pennsylvania,13811,East,OFF-886180,Office Supplies,Binders,Binders Model 187,26.37,5,0.1,-0.68
1196,CA-2022-181513,07/23/2022,07/26/2022,Standard Class,KN-53116,David Mitchell,Consumer,United States,San Francisco,Illinois,97777,Central,OFF-666033,Office Supplies,Envelopes,Envelopes Model 235,33.15,1,0.0,5.57
1197,CA-2023-126720,10/11/2023,10/17/2023,Standard Class,DE-17199,Thomas King,Consumer,United States,Los Angeles,California,24230,West,OFF-527975,Office Supplies,Paper,Paper Model 866,54.55,2,0.0,2.08
1198,CA-2022-110282,08/23/2022,08/25/2022,Standard Class,PZ-67620,Amelia Taylor,Corporate,United States,Richmond,New York,37064,East,OFF-264933,Office Supplies,Fasteners,Fasteners Model 186,27.74,9,0.0,-1.43
1199,CA-2021-134016,07/30/2021,08/02/2021,Second Class,OW-12234,Olivia Brown,Corporate,United States,Detroit,Pennsylvania,88878,East,OFF-338339,Office Supplies,Paper,Paper Model 228,17.73,8,0.0,1.29
1200,CA-2023-190942,07/15/2023,07/18/2023,Second Class,CZ-90961,Owen Miller,Consumer,United States,Chicago,Florida,57443,South,TEC-981697,Technology,Accessories,Accessories Model 773,294.91,6,0.0,81.25
1201,CA-2021-155192,11/07/2021,11/09/2021,Standard Class,OC-27084,Barbara Gonzalez,Corporate,United States,Miami,California,33201,West,OFF-943490,Office Supplies,Supplies,Supplies Model 523,9.11,5,0.5,0.7
1202,CA-2022-199377,03/15/2022,03/20/2022,Standard Class,TF-63010,Amelia Mitchell,Home Office,United States,Richmond,Texas,11654,Central,TEC-397203,Technology,Accessories,Accessories Model 409,268.38,2,0.5,-21.37
1203,CA-2023-125833,10/29/2023,11/04/2023,Second Class,TK-52382,Sophia Young,Consumer,United States,Los Angeles,New York,26380,East,OFF-678332,Office Supplies,Appliances,Appliances Model 839,93.46,2,0.2,-3.72
1204,CA-2022-167209,02/03/2022,02/05/2022,Standard Class,YZ-51090,Thomas Roberts,Consumer,United States,Seattle,Pennsylvania,79373,East,OFF-792265,Office Supplies,Envelopes,Envelopes Model 904,13.76,5,0.1,2.73
1205,CA-2021-118673,04/01/2021,04/08/2021,Same Day,FA-26227,Mary Campbell,Consumer,United States,Detroit,Texas,74502,Central,OFF-469870,Office Supplies,Labels,Labels Model 205,4.68,13,0.2,0.75
1206,CA-2022-142992,06/11/2022,06/18/2022,Standard Class,NZ-57920,Mason Baker,Home Office,United States,Miami,Ohio,24984,East,FUR-323080,Furniture,Bookcases,Bookcases Model 546,127.85,5,0.1,30.36
1207,CA-2022-137661,07/21/2022,07/28/2022,Standard Class,ZT-17272,David Jones,Consumer,United States,New York City,California,91093,West,FUR-400993,Furniture,Bookcases,Bookcases Model 931,31.49,2,0.1,5.85
1208,CA-2023-163500,09/30/2023,10/06/2023,Standard Class,JP-16654,Linda Taylor,Consumer,United States,Los Angeles,Virginia,48279,South,FUR-521137,Furniture,Tables,Tables Model 218,175.37,9,0.0,26.06
1209,CA-2023-167328,11/02/2023,11/06/2023,Second Class,AJ-90443,Amelia Jackson,Home Office,United States,San Francisco,Texas,72940,Central,OFF-424244,Office Supplies,Storage,Storage Model 469,0.74,2,0.5,0.1
1210,CA-2021-105470,01/01/2021,01/04/2021,First Class,PN-59027,Linda Walker,Home Office,United States,Seattle,Virginia,70302,South,OFF-549378,Office Supplies,Paper,Paper Model 273,10.11,6,0.2,3.85
